_V,_T,_P,TS_P
0.1097560975609756,0.1,2.64390243902439,1.0
0.1176470588235294,0.5714285714285714,2.11484593837535,1.0
0.1153846153846154,0.14285714285714285,2.357142857142857,1.0
0.29659442724458207,0.13636363636363635,2.388094567970729,0.8823529411764706
0.0,1.0,0.0,0.0
0.5892857142857143,0.9583333333333334,0.041666666666666664,0.041666666666666664
0.14285714285714285,1.0,0.0,0.0
1.1987951807228916,0.96,0.05204819277108434,0.04
1.4456521739130435,1.0,0.29891304347826086,0.0
0.25,1.0,0.0,0.0
0.2,1.0,0.0,0.0
0.6884057971014492,0.9772727272727272,0.022727272727272728,0.022727272727272728
0.5555555555555556,1.0,0.0,0.0
1.643081761006289,0.94,0.18106918238993708,0.06
1.2941176470588236,0.9,0.21764705882352942,0.1
0.625,1.0,0.0,0.0
0.38461538461538464,1.0,0.0,0.0
0.3333333333333333,1.0,0.0,0.0
1.1764705882352942,1.0,0.1176470588235294,0.0
0.5,1.0,0.0,0.0
0.6,1.0,0.0,0.0
0.375,1.0,0.0,0.0
0.5982142857142857,1.0,0.0,0.0
0.5714285714285714,1.0,0.0,0.0
0.5825242718446602,1.0,0.0,0.0
0.6666666666666666,1.0,0.0,0.0
0.5205479452054794,1.0,0.0,0.0
0.6036036036036037,1.0,0.0,0.0
0.8181818181818182,1.0,0.0,0.0
0.8235294117647058,1.0,0.0,0.0
0.75,1.0,0.0,0.0
0.5769230769230769,1.0,0.0,0.0
0.16666666666666666,1.0,0.0,0.0
1.7291666666666665,1.0,0.03125,0.0
1.7193732193732194,1.8618233618233617,0.07692307692307693,0.0
1.6881720430107527,0.9473684210526316,0.16015846066779854,0.05263157894736842
0.7777777777777778,1.0,0.0,0.0
0.7,1.0,0.0,0.0
0.18421052631578946,1.0,0.0,0.0
0.5833333333333334,1.0,0.0,0.0
0.5857142857142857,1.0,0.0,0.0
1.62015503875969,0.9487179487179488,0.12880143112701253,0.05128205128205128
0.42857142857142855,1.0,0.0,0.0
1.25,1.0,0.125,0.0
0.631578947368421,1.0,0.0,0.0
0.0,2.0,0.0,0.0
1.5454545454545454,1.0,0.09090909090909093,0.0
1.1617647058823528,1.0,0.2352941176470588,0.0
1.0,0.7,0.5307692307692308,0.3
1.6956521739130435,1.0,0.08695652173913042,0.0
0.5384615384615384,1.0,0.0,0.0
1.5901639344262295,1.0,0.032786885245901634,0.0
0.4444444444444444,1.0,0.0,0.0
0.4,1.0,0.0,0.0
0.7142857142857143,1.0,0.0,0.0
1.27,1.0,0.37,0.0
1.0457831325301203,0.9347826086956522,0.08931377684651651,0.06521739130434782
0.6153846153846154,1.0,0.0,0.0
0.2727272727272727,1.0,0.0,0.0
1.717948717948718,1.0,0.02564102564102564,0.0
0.3888888888888889,1.0,0.0,0.0
0.6923076923076923,1.0,0.0,0.0
1.2734204793028323,1.0,0.45479302832244006,0.0
1.2222222222222223,1.0,0.05555555555555555,0.0
0.7954545454545454,1.0,0.0,0.0
1.72,1.0,0.04,0.0
1.6439024390243904,1.0,0.2097560975609756,0.0
0.7560975609756098,1.0,0.0,0.0
1.1148459383753502,1.0,0.6890756302521008,0.0
0.2857142857142857,1.0,0.0,0.0
1.3571428571428572,1.0,0.25824175824175827,0.0
1.1052631578947367,1.0,0.15789473684210525,0.0
1.4,0.92,0.2995121951219512,0.08
1.175,1.0,0.08,0.0
1.5057416267942583,0.8823529411764706,0.4329580636082184,0.1176470588235294
1.2285714285714286,0.7586206896551724,0.38137931034482764,0.2413793103448276
0.712121212121212,1.0,0.13636363636363635,0.0
0.4545454545454545,1.0,0.0,0.0
1.6392405063291138,1.0,0.0949367088607595,0.0
0.0,1.5476190476190477,0.041666666666666664,0.041666666666666664
0.0,1.1428571428571428,0.0,0.0
0.5,1.6587951807228916,0.05204819277108434,0.04
0.75,1.6956521739130435,0.29891304347826086,0.0
0.0,1.25,0.0,0.0
0.0,1.2,0.0,0.0
0.0,1.6656785243741763,0.022727272727272728,0.022727272727272728
0.0,1.5555555555555556,0.0,0.0
0.9166666666666666,1.6664150943396225,0.18106918238993708,0.06
1.0,1.1941176470588235,0.21764705882352942,0.1
0.0,1.625,0.0,0.0
0.0,1.3846153846153846,0.0,0.0
0.0,1.3333333333333333,0.0,0.0
1.0,1.1764705882352942,0.1176470588235294,0.0
0.0,1.5,0.0,0.0
0.0,1.6,0.0,0.0
0.0,1.375,0.0,0.0
0.0,1.5982142857142856,0.0,0.0
0.0,1.5714285714285714,0.0,0.0
0.0,1.5825242718446602,0.0,0.0
0.0,1.6666666666666665,0.0,0.0
0.0,1.5205479452054793,0.0,0.0
0.0,1.6036036036036037,0.0,0.0
0.0,1.8181818181818183,0.0,0.0
0.0,1.8235294117647058,0.0,0.0
0.0,1.75,0.0,0.0
0.0,1.5769230769230769,0.0,0.0
0.0,1.1666666666666667,0.0,0.0
1.0,1.7291666666666665,0.03125,0.0
2.084045584045584,1.497150997150997,0.07692307692307693,0.0
1.0,1.6355404640633844,0.16015846066779854,0.05263157894736842
0.0,1.7777777777777777,0.0,0.0
0.0,1.7,0.0,0.0
0.0,1.1842105263157894,0.0,0.0
0.0,1.5833333333333335,0.0,0.0
0.0,1.5857142857142859,0.0,0.0
1.0,1.5688729874776386,0.12880143112701253,0.05128205128205128
0.0,1.4285714285714286,0.0,0.0
1.0,1.25,0.125,0.0
0.0,1.631578947368421,0.0,0.0
1.0,1.5454545454545454,0.09090909090909093,0.0
0.75,1.4117647058823528,0.2352941176470588,0.0
1.0,1.6956521739130435,0.08695652173913042,0.0
0.0,1.5384615384615383,0.0,0.0
1.0,1.5901639344262295,0.032786885245901634,0.0
0.0,1.4444444444444444,0.0,0.0
0.0,1.4,0.0,0.0
0.0,1.7142857142857144,0.0,0.0
0.16666666666666666,2.0,0.0,0.0
0.10526315789473684,2.263157894736842,0.0,0.0
0.75,1.52,0.37,0.0
0.6,1.3805657412257726,0.08931377684651651,0.06521739130434782
0.0,1.6153846153846154,0.0,0.0
0.0,1.2727272727272727,0.0,0.0
1.0,1.717948717948718,0.02564102564102564,0.0
0.0,1.3888888888888888,0.0,0.0
0.0,1.6923076923076923,0.0,0.0
0.5882352941176471,1.6851851851851851,0.45479302832244006,0.0
1.0,1.2222222222222223,0.05555555555555555,0.0
0.0,1.7954545454545454,0.0,0.0
1.0,1.72,0.04,0.0
0.9,1.7439024390243902,0.2097560975609756,0.0
0.0,1.7560975609756098,0.0,0.0
0.42857142857142855,1.6862745098039216,0.6890756302521008,0.0
0.0,1.2857142857142856,0.0,0.0
0.8571428571428571,1.5,0.25824175824175827,0.0
1.0,1.1052631578947367,0.15789473684210525,0.0
0.9,1.42,0.2995121951219512,0.08
0.625,1.55,0.08,0.0
0.8636363636363636,1.5244582043343653,0.4329580636082184,0.1176470588235294
0.9285714285714286,1.0586206896551724,0.38137931034482764,0.2413793103448276
0.6666666666666666,1.0454545454545454,0.13636363636363635,0.0
0.0,1.4545454545454546,0.0,0.0
1.0,1.6392405063291138,0.0949367088607595,0.0
0.0,0.9583333333333334,0.6309523809523809,0.041666666666666664
0.0,1.0,0.14285714285714285,0.0
0.012048192771084338,0.96,1.2387951807228916,0.04
0.29891304347826086,1.0,1.4456521739130435,0.0
0.0,1.0,0.25,0.0
0.0,1.0,0.2,0.0
0.0,0.9772727272727272,0.7111330698287219,0.022727272727272728
0.0,1.0,0.5555555555555556,0.0
0.12106918238993711,0.94,1.7030817610062892,0.06
0.1176470588235294,0.9,1.3941176470588237,0.1
0.0,1.0,0.625,0.0
0.0,1.0,0.38461538461538464,0.0
0.0,1.0,0.3333333333333333,0.0
0.1176470588235294,1.0,1.1764705882352942,0.0
0.0,1.0,0.5,0.0
0.0,1.0,0.6,0.0
0.0,1.0,0.375,0.0
0.0,1.0,0.5982142857142857,0.0
0.0,1.0,0.5714285714285714,0.0
0.0,1.0,0.5825242718446602,0.0
0.0,1.0,0.6666666666666666,0.0
0.0,1.0,0.5205479452054794,0.0
0.0,1.0,0.6036036036036037,0.0
0.0,1.0,0.8181818181818182,0.0
0.0,1.0,0.8235294117647058,0.0
0.0,1.0,0.75,0.0
0.0,1.0,0.5769230769230769,0.0
0.0,1.0,0.16666666666666666,0.0
0.03125,1.0,1.7291666666666665,0.0
0.3732193732193732,1.8618233618233617,1.4230769230769231,0.0
0.10752688172043012,0.9473684210526316,1.740803621958121,0.05263157894736842
0.0,1.0,0.7777777777777778,0.0
0.0,1.0,0.7,0.0
0.0,1.0,0.18421052631578946,0.0
0.0,1.0,0.5833333333333334,0.0
0.0,1.0,0.5857142857142857,0.0
0.07751937984496124,0.9487179487179488,1.6714370900417412,0.05128205128205128
0.0,1.0,0.42857142857142855,0.0
0.125,1.0,1.25,0.0
0.0,1.0,0.631578947368421,0.0
0.09090909090909093,1.0,1.5454545454545454,0.0
0.2352941176470588,1.0,1.1617647058823528,0.0
0.2307692307692308,0.7,1.3,0.3
0.08695652173913042,1.0,1.6956521739130435,0.0
0.0,1.0,0.5384615384615384,0.0
0.032786885245901634,1.0,1.5901639344262295,0.0
0.0,1.0,0.4444444444444444,0.0
0.0,1.0,0.4,0.0
0.0,1.0,0.7142857142857143,0.0
0.37,1.0,1.27,0.0
0.024096385542168683,0.9347826086956522,1.1110005238344682,0.06521739130434782
0.0,1.0,0.6153846153846154,0.0
0.0,1.0,0.2727272727272727,0.0
0.02564102564102564,1.0,1.717948717948718,0.0
0.0,1.0,0.3888888888888889,0.0
0.0,1.0,0.6923076923076923,0.0
0.45479302832244006,1.0,1.2734204793028323,0.0
0.05555555555555555,1.0,1.2222222222222223,0.0
0.0,1.0,0.7954545454545454,0.0
0.04,1.0,1.72,0.0
0.2097560975609756,1.0,1.6439024390243904,0.0
0.0,1.0,0.7560975609756098,0.0
0.6890756302521008,1.0,1.1148459383753502,0.0
0.0,1.0,0.2857142857142857,0.0
0.25824175824175827,1.0,1.3571428571428572,0.0
0.15789473684210525,1.0,1.1052631578947367,0.0
0.2195121951219512,0.92,1.48,0.08
0.08,1.0,1.175,0.0
0.315311004784689,0.8823529411764706,1.6233886856177877,0.1176470588235294
0.14,0.7586206896551724,1.4699507389162563,0.2413793103448276
0.13636363636363635,1.0,0.712121212121212,0.0
0.0,1.0,0.4545454545454545,0.0
0.0949367088607595,1.0,1.6392405063291138,0.0
0.0,1.6587951807228916,0.5520481927710844,0.04
0.25,1.6956521739130435,0.7989130434782609,0.0
0.08333333333333333,1.6664150943396225,1.0144025157232703,0.06
0.0,1.1941176470588235,1.2176470588235295,0.1
0.0,1.1764705882352942,1.1176470588235294,0.0
0.0,1.7291666666666665,1.03125,0.0
0.3803418803418803,1.497150997150997,1.7806267806267806,0.0
0.0,1.6355404640633844,1.1601584606677984,0.05263157894736842
0.0,1.5688729874776386,1.1288014311270125,0.05128205128205128
0.0,1.25,1.125,0.0
0.0,1.5454545454545454,1.0909090909090908,0.0
0.0,1.4117647058823528,0.9852941176470588,0.0
0.0,0.7,1.5307692307692309,0.3
0.0,1.6956521739130435,1.0869565217391304,0.0
0.0,1.5901639344262295,1.0327868852459017,0.0
0.25,1.52,0.87,0.0
0.0,1.3805657412257726,0.6893137768465164,0.06521739130434782
0.0,1.717948717948718,1.0256410256410255,0.0
0.35294117647058826,1.6851851851851851,0.6900871459694989,0.0
0.0,1.2222222222222223,1.0555555555555556,0.0
0.0,1.72,1.04,0.0
0.1,1.7439024390243902,1.0097560975609756,0.0
0.5714285714285714,1.6862745098039216,0.5462184873949579,0.0
0.14285714285714285,1.5,0.9725274725274725,0.0
0.0,1.1052631578947367,1.1578947368421053,0.0
0.0,1.42,1.1995121951219514,0.08
0.0,1.55,0.705,0.0
0.13636363636363635,1.5244582043343653,1.1602307908809457,0.1176470588235294
0.0,1.0586206896551724,1.3099507389162561,0.2413793103448276
0.0,1.0454545454545454,0.803030303030303,0.0
0.0,1.6392405063291138,1.0949367088607596,0.0
0.6987951807228916,0.96,0.5520481927710844,0.04
0.6956521739130435,1.25,0.7989130434782609,0.0
0.7264150943396226,1.0233333333333332,1.0144025157232703,0.06
0.29411764705882354,0.9,1.2176470588235295,0.1
0.17647058823529413,1.0,1.1176470588235294,0.0
0.7291666666666666,1.0,1.03125,0.0
0.5341880341880342,1.3433048433048431,1.7806267806267806,0.0
0.6881720430107527,0.9473684210526316,1.1601584606677984,0.05263157894736842
0.6201550387596899,0.9487179487179488,1.1288014311270125,0.05128205128205128
0.25,1.0,1.125,0.0
0.5454545454545454,1.0,1.0909090909090908,0.0
0.4117647058823529,1.0,0.9852941176470588,0.0
0.6956521739130435,1.0,1.0869565217391304,0.0
0.5901639344262295,1.0,1.0327868852459017,0.0
0.0,2.166666666666667,0.0,0.0
0.2631578947368421,2.1052631578947367,0.0,0.0
0.52,1.25,0.87,0.0
0.4457831325301205,0.9347826086956522,0.6893137768465164,0.06521739130434782
0.7179487179487181,1.0,1.0256410256410255,0.0
0.6851851851851852,1.3529411764705883,0.6900871459694989,0.0
0.2222222222222222,1.0,1.0555555555555556,0.0
0.72,1.0,1.04,0.0
0.7439024390243902,1.1,1.0097560975609756,0.0
0.6862745098039216,1.5714285714285714,0.5462184873949579,0.0
0.5,1.1428571428571428,0.9725274725274725,0.0
0.10526315789473684,1.0,1.1578947368421053,0.0
0.5,0.92,1.1995121951219514,0.08
0.55,1.0,0.705,0.0
0.6421052631578947,1.0187165775401068,1.1602307908809457,0.1176470588235294
0.3,0.7586206896551724,1.3099507389162561,0.2413793103448276
0.045454545454545456,1.0,0.803030303030303,0.0
0.6392405063291139,1.0,1.0949367088607596,0.0
0.04891304347826087,1.25,1.4456521739130435,0.0
0.03773584905660377,1.0233333333333332,1.7030817610062892,0.06
0.8917378917378918,1.3433048433048431,1.4230769230769231,0.0
0.0,2.1666666666666665,0.0,0.0
0.0,2.1052631578947367,0.2631578947368421,0.0
0.12,1.25,1.27,0.0
0.10185185185185183,1.3529411764705883,1.2734204793028323,0.0
0.1097560975609756,1.1,1.6439024390243904,0.0
0.1176470588235294,1.5714285714285714,1.1148459383753502,0.0
0.1153846153846154,1.1428571428571428,1.3571428571428572,0.0
0.17894736842105266,1.0187165775401068,1.6233886856177877,0.1176470588235294
0.5892857142857143,0.041666666666666664,0.9583333333333334,0.9583333333333334
1.1987951807228916,0.04,0.9720481927710843,0.96
0.6884057971014492,0.022727272727272728,0.9772727272727272,0.9772727272727272
1.643081761006289,0.06,1.061069182389937,0.94
1.2941176470588236,0.1,1.0176470588235293,0.9
1.7193732193732194,0.9729344729344729,0.9658119658119657,0.8888888888888888
1.6881720430107527,0.05263157894736842,1.0548953027730619,0.9473684210526316
1.62015503875969,0.05128205128205128,1.02623732856291,0.9487179487179488
1.0,0.3,0.9307692307692308,0.7
1.0457831325301203,0.06521739130434782,0.9588789942378209,0.9347826086956522
1.4,0.08,1.1395121951219513,0.92
1.5057416267942583,0.1176470588235294,1.1976639459611595,0.8823529411764706
1.2285714285714286,0.2413793103448276,0.8986206896551724,0.7586206896551724
0.0,0.6309523809523809,0.9583333333333334,0.9583333333333334
0.5,0.7387951807228916,0.9720481927710843,0.96
0.0,0.7111330698287219,0.9772727272727272,0.9772727272727272
0.9166666666666666,0.7864150943396226,1.061069182389937,0.94
1.0,0.3941176470588236,1.0176470588235293,0.9
2.084045584045584,0.6082621082621082,0.9658119658119657,0.8888888888888888
1.0,0.7408036219581211,1.0548953027730619,0.9473684210526316
1.0,0.6714370900417412,1.02623732856291,0.9487179487179488
0.6,0.5110005238344683,0.9588789942378209,0.9347826086956522
0.9,0.58,1.1395121951219513,0.92
0.8636363636363636,0.7597523219814242,1.1976639459611595,0.8823529411764706
0.9285714285714286,0.5413793103448276,0.8986206896551724,0.7586206896551724
0.0,0.041666666666666664,1.5476190476190477,0.9583333333333334
0.012048192771084338,0.04,2.1587951807228913,0.96
0.0,0.022727272727272728,1.6656785243741763,0.9772727272727272
0.12106918238993711,0.06,2.583081761006289,0.94
0.1176470588235294,0.1,2.1941176470588233,0.9
0.3732193732193732,0.9729344729344729,2.3119658119658117,0.8888888888888888
0.10752688172043012,0.05263157894736842,2.6355404640633844,0.9473684210526316
0.07751937984496124,0.05128205128205128,2.568872987477639,0.9487179487179488
0.2307692307692308,0.3,1.7,0.7
0.024096385542168683,0.06521739130434782,1.9805657412257727,0.9347826086956522
0.2195121951219512,0.08,2.3200000000000003,0.92
0.315311004784689,0.1176470588235294,2.388094567970729,0.8823529411764706
0.14,0.2413793103448276,1.987192118226601,0.7586206896551724
0.0,0.7387951807228916,1.4720481927710845,0.96
0.08333333333333333,0.7864150943396226,1.8944025157232702,0.94
0.0,0.3941176470588236,2.0176470588235293,0.9
0.3803418803418803,0.6082621082621082,2.669515669515669,0.8888888888888888
0.0,0.7408036219581211,2.054895302773062,0.9473684210526316
0.0,0.6714370900417412,2.02623732856291,0.9487179487179488
0.0,0.3,1.9307692307692308,0.7
0.0,0.5110005238344683,1.558878994237821,0.9347826086956522
0.0,0.58,2.0395121951219513,0.92
0.13636363636363635,0.7597523219814242,1.9249366732338868,0.8823529411764706
0.0,0.5413793103448276,1.8271921182266009,0.7586206896551724
0.6987951807228916,0.04,1.4720481927710845,0.96
0.7264150943396226,0.1433333333333333,1.8944025157232702,0.94
0.29411764705882354,0.1,2.0176470588235293,0.9
0.5341880341880342,0.4544159544159544,2.669515669515669,0.8888888888888888
0.6881720430107527,0.05263157894736842,2.054895302773062,0.9473684210526316
0.6201550387596899,0.05128205128205128,2.02623732856291,0.9487179487179488
0.4457831325301205,0.06521739130434782,1.558878994237821,0.9347826086956522
0.5,0.08,2.0395121951219513,0.92
0.6421052631578947,0.25401069518716574,1.9249366732338868,0.8823529411764706
0.3,0.2413793103448276,1.8271921182266009,0.7586206896551724
0.03773584905660377,0.1433333333333333,2.583081761006289,0.94
0.8917378917378918,0.4544159544159544,2.3119658119658117,0.8888888888888888
0.17894736842105266,0.25401069518716574,2.388094567970729,0.8823529411764706
1.5476190476190477,0.041666666666666664,0.0,0.0
2.1587951807228913,0.04,0.012048192771084338,0.0
1.6656785243741763,0.022727272727272728,0.0,0.0
2.583081761006289,0.06,0.12106918238993711,0.0
2.1941176470588237,0.1,0.1176470588235294,0.0
2.497150997150997,0.9729344729344729,0.18803418803418803,0.1111111111111111
2.6355404640633844,0.05263157894736842,0.10752688172043012,0.0
2.5688729874776386,0.05128205128205128,0.07751937984496124,0.0
1.7,0.3,0.2307692307692308,0.0
1.9805657412257727,0.06521739130434782,0.024096385542168683,0.0
2.32,0.08,0.2195121951219512,0.0
2.388094567970729,0.1176470588235294,0.315311004784689,0.0
1.987192118226601,0.2413793103448276,0.14,0.0
0.9583333333333334,0.6309523809523809,0.0,0.0
1.46,0.7387951807228916,0.012048192771084338,0.0
0.9772727272727272,0.7111330698287219,0.0,0.0
1.8566666666666665,0.7864150943396226,0.12106918238993711,0.0
1.9,0.3941176470588236,0.1176470588235294,0.0
2.8618233618233617,0.6082621082621082,0.18803418803418803,0.1111111111111111
1.9473684210526316,0.7408036219581211,0.10752688172043012,0.0
1.948717948717949,0.6714370900417412,0.07751937984496124,0.0
1.5347826086956522,0.5110005238344683,0.024096385542168683,0.0
1.82,0.58,0.2195121951219512,0.0
1.7459893048128343,0.7597523219814242,0.315311004784689,0.0
1.687192118226601,0.5413793103448276,0.14,0.0
0.9583333333333334,0.041666666666666664,0.5892857142857143,0.0
0.9720481927710843,0.04,1.1987951807228916,0.0
0.9772727272727272,0.022727272727272728,0.6884057971014492,0.0
1.061069182389937,0.06,1.643081761006289,0.0
1.0176470588235293,0.1,1.2941176470588236,0.0
1.1509971509971508,0.9729344729344729,1.5341880341880343,0.1111111111111111
1.0548953027730619,0.05263157894736842,1.6881720430107527,0.0
1.02623732856291,0.05128205128205128,1.62015503875969,0.0
0.9307692307692308,0.3,1.0,0.0
0.9588789942378209,0.06521739130434782,1.0457831325301203,0.0
1.1395121951219513,0.08,1.4,0.0
1.1976639459611595,0.1176470588235294,1.5057416267942583,0.0
0.8986206896551724,0.2413793103448276,1.2285714285714286,0.0
0.96,0.7387951807228916,0.5120481927710844,0.0
1.0233333333333332,0.7864150943396226,0.9544025157232704,0.0
0.9,0.3941176470588236,1.1176470588235294,0.0
1.158119658119658,0.6082621082621082,1.8917378917378918,0.1111111111111111
0.9473684210526316,0.7408036219581211,1.10752688172043,0.0
0.9487179487179488,0.6714370900417412,1.0775193798449612,0.0
0.7,0.3,1.2307692307692308,0.0
0.9347826086956522,0.5110005238344683,0.6240963855421686,0.0
0.92,0.58,1.1195121951219513,0.0
1.0187165775401068,0.7597523219814242,1.0425837320574163,0.0
0.7586206896551724,0.5413793103448276,1.0685714285714285,0.0
1.6587951807228916,0.04,0.5120481927710844,0.0
1.6664150943396225,0.1433333333333333,0.9544025157232704,0.0
1.1941176470588235,0.1,1.1176470588235294,0.0
1.311965811965812,0.4544159544159544,1.8917378917378918,0.1111111111111111
1.6355404640633844,0.05263157894736842,1.10752688172043,0.0
1.5688729874776386,0.05128205128205128,1.0775193798449612,0.0
1.3805657412257726,0.06521739130434782,0.6240963855421686,0.0
1.42,0.08,1.1195121951219513,0.0
1.5244582043343653,0.25401069518716574,1.0425837320574163,0.0
1.0586206896551724,0.2413793103448276,1.0685714285714285,0.0
0.9777358490566037,0.1433333333333333,1.643081761006289,0.0
1.6695156695156694,0.4544159544159544,1.5341880341880343,0.1111111111111111
1.0613003095975233,0.25401069518716574,1.5057416267942583,0.0
0.6309523809523809,0.9583333333333334,0.0,0.0
1.2387951807228916,0.96,0.012048192771084338,0.0
0.7111330698287219,0.9772727272727272,0.0,0.0
1.7030817610062892,0.94,0.12106918238993711,0.0
1.3941176470588235,0.9,0.1176470588235294,0.0
1.6082621082621082,1.8618233618233617,0.18803418803418803,0.1111111111111111
1.740803621958121,0.9473684210526316,0.10752688172043012,0.0
1.6714370900417412,0.9487179487179488,0.07751937984496124,0.0
1.3,0.7,0.2307692307692308,0.0
1.1110005238344682,0.9347826086956522,0.024096385542168683,0.0
1.48,0.92,0.2195121951219512,0.0
1.6233886856177877,0.8823529411764706,0.315311004784689,0.0
1.469950738916256,0.7586206896551724,0.14,0.0
0.041666666666666664,1.5476190476190477,0.0,0.0
0.54,1.6587951807228916,0.012048192771084338,0.0
0.022727272727272728,1.6656785243741763,0.0,0.0
0.9766666666666666,1.6664150943396225,0.12106918238993711,0.0
1.1,1.1941176470588235,0.1176470588235294,0.0
1.9729344729344729,1.497150997150997,0.18803418803418803,0.1111111111111111
1.0526315789473684,1.6355404640633844,0.10752688172043012,0.0
1.0512820512820513,1.5688729874776386,0.07751937984496124,0.0
0.6652173913043478,1.3805657412257726,0.024096385542168683,0.0
0.98,1.42,0.2195121951219512,0.0
0.9812834224598931,1.5244582043343653,0.315311004784689,0.0
1.1699507389162562,1.0586206896551724,0.14,0.0
0.041666666666666664,0.9583333333333334,0.5892857142857143,0.0
0.05204819277108434,0.96,1.1987951807228916,0.0
0.022727272727272728,0.9772727272727272,0.6884057971014492,0.0
0.18106918238993708,0.94,1.643081761006289,0.0
0.21764705882352942,0.9,1.2941176470588236,0.0
0.2621082621082621,1.8618233618233617,1.5341880341880343,0.1111111111111111
0.16015846066779854,0.9473684210526316,1.6881720430107527,0.0
0.12880143112701253,0.9487179487179488,1.62015503875969,0.0
0.5307692307692308,0.7,1.0,0.0
0.08931377684651651,0.9347826086956522,1.0457831325301203,0.0
0.2995121951219512,0.92,1.4,0.0
0.4329580636082184,0.8823529411764706,1.5057416267942583,0.0
0.38137931034482764,0.7586206896551724,1.2285714285714286,0.0
0.04,1.6587951807228916,0.5120481927710844,0.0
0.1433333333333333,1.6664150943396225,0.9544025157232704,0.0
0.1,1.1941176470588235,1.1176470588235294,0.0
0.2692307692307692,1.497150997150997,1.8917378917378918,0.1111111111111111
0.05263157894736842,1.6355404640633844,1.10752688172043,0.0
0.05128205128205128,1.5688729874776386,1.0775193798449612,0.0
0.3,0.7,1.2307692307692308,0.0
0.06521739130434782,1.3805657412257726,0.6240963855421686,0.0
0.08,1.42,1.1195121951219513,0.0
0.25401069518716574,1.5244582043343653,1.0425837320574163,0.0
0.2413793103448276,1.0586206896551724,1.0685714285714285,0.0
0.7387951807228916,0.96,0.5120481927710844,0.0
0.7864150943396226,1.0233333333333332,0.9544025157232704,0.0
0.3941176470588236,0.9,1.1176470588235294,0.0
0.4230769230769231,1.3433048433048431,1.8917378917378918,0.1111111111111111
0.7408036219581211,0.9473684210526316,1.10752688172043,0.0
0.6714370900417412,0.9487179487179488,1.0775193798449612,0.0
0.5110005238344683,0.9347826086956522,0.6240963855421686,0.0
0.58,0.92,1.1195121951219513,0.0
0.7597523219814242,1.0187165775401068,1.0425837320574163,0.0
0.5413793103448276,0.7586206896551724,1.0685714285714285,0.0
0.09773584905660376,1.0233333333333332,1.643081761006289,0.0
0.7806267806267806,1.3433048433048431,1.5341880341880343,0.1111111111111111
0.29659442724458207,1.0187165775401068,1.5057416267942583,0.0
